0,3020.707919083012,156.95020905183628,4930.0,desc
1,3021.013297886966,158.45837271567143,4930.0,desc
2,3021.31244142566,159.93574249194353,4930.0,desc
3,3021.408178582118,160.40855625231052,4930.0,desc
4,3021.5243728289206,160.98240073201305,4930.0,desc
5,3021.894304260757,162.80936821094656,4930.0,desc
6,3021.923260361509,162.95237269504287,4930.0,desc
7,3022.065165906417,163.65319666646246,4930.0,desc
8,3022.1101560238167,163.8753877922718,4930.0,desc
9,3022.4959015213535,165.7804556459596,4930.0,desc
10,3022.5422522012086,166.00936613419617,4930.0,desc
11,3022.927478120633,167.91186796547845,4930.0,desc
12,3023.2566143152653,169.53736142812704,4930.0,desc
13,3023.3057652562275,169.78010146856832,4930.0,desc
14,3023.6347388967406,171.40479213083745,4930.0,desc
15,3023.6350398704235,171.40627853448677,4930.0,desc
16,3023.7689096306567,172.0674164620723,4930.0,desc
17,3023.8197220464353,172.31836197021767,4930.0,desc
18,3024.231246211013,174.35074202738178,4930.0,desc
19,3024.283471920353,174.6086673191603,4930.0,desc
20,3024.6942911079095,176.63756573101273,4930.0,desc
21,3025.035918709036,178.32475006888853,4930.0,desc
22,3025.0910326597514,178.59693941781006,4930.0,desc
23,3025.498865258356,180.61108806774428,4930.0,desc
24,3025.555336481688,180.88998053166142,4930.0,desc
25,3025.9624982168316,182.9008160115045,4930.0,desc
26,3026.3492829618626,184.81101636154926,4930.0,desc
27,3026.4087731154577,185.10481831114157,4930.0,desc
28,3026.8398176064075,187.23360272737045,4930.0,desc
29,3026.9007275346084,187.53441646850843,4930.0,desc
30,3027.33092361773,189.65901088244573,4930.0,desc
31,3027.393231848284,189.96673037063738,4930.0,desc
32,3027.822589345451,192.08718328938994,4930.0,desc
33,3027.886274885037,192.40170484574628,4930.0,desc
34,3028.2483764280623,194.19000312565186,4930.0,desc
35,3028.732402533409,196.58044599556888,4930.0,desc
36,3028.7992304716317,196.9104868065915,4930.0,desc
37,3029.2819469680253,199.29446195623314,4930.0,desc
38,3029.350344095932,199.63225246977527,4930.0,desc
39,3029.8317685490765,202.00984665044234,4930.0,desc
40,3029.901711831684,202.35527310440375,4930.0,desc
41,3030.235165751161,204.00209036339947,4930.0,desc
42,3030.306013236288,204.35198237087752,4930.0,desc
43,3030.5408936684253,205.511978179813,4930.0,desc
44,3031.003075542423,207.79453970468603,4930.0,desc
45,3031.076342201035,208.15637919987785,4930.0,desc
46,3031.5374350263737,210.43356227799086,4930.0,desc
47,3031.612112177245,210.80236772232456,4930.0,desc
48,3031.7421075273887,211.4443712290522,4930.0,desc
49,3031.8563701145467,212.0086758929392,4930.0,desc
50,3032.2430874994025,213.91854356664408,4930.0,desc
51,3032.3183870131616,214.29042265267344,4930.0,desc
52,3032.6188488049665,215.7743028439436,4930.0,desc
53,3032.693724575598,216.14408920469577,4930.0,desc
54,3032.88703901213,217.09880447881005,4930.0,desc
55,3032.9088161120017,217.20635428160313,4930.0,desc
56,3033.088419714215,218.09335633786395,4930.0,desc
57,3033.282604524953,219.05237010300334,4930.0,desc
58,3033.4294816335314,219.7777469605935,4930.0,desc
59,3033.8818060650083,222.0116258791677,4930.0,desc
60,3033.964513086714,222.42008816568705,4930.0,desc
61,3034.060282999155,222.89306369698897,4930.0,desc
62,3034.4644231054117,224.88897636640468,4930.0,desc
63,3034.568674771959,225.40384044116945,4930.0,desc
64,3034.651291613496,225.8118573581596,4930.0,desc
65,3034.87995554629,226.94115195484483,4930.0,desc
